txn_id,TXN_TIMESTAMP,AMOUNT,PAYER_VPA,BENEFICIARY_VPA,PAYER_IFSC,BENEFICIARY_IFSC,INITIATION_MODE,TRANSACTION_TYPE,failed_txn_count_24h,consecutive_failures,device_user_count,txn_count_1h,amount_sum_1h,IS_FRAUD
07deabcd94ed498aa8ec8202,2025-03-09 03:12:33,883.43,j36d7blmpi67@axl,y4xj98vlvw@okicici,6d198963485c3e7e239b,dd2b26fa3b226776415f,APP,P2P,12,4,4,9,17487.575810259972,1
57cbebd778d64985b6bca594,2025-03-06 00:22:45,1075.28,eziv@centralbank,z4eeykx7flc1@axl,36fa0681c9c27fb236b3,dd2b26fa3b226776415f,APP,P2P,8,5,4,5,6812.678000498722,1
1bc40a25c8434189a946e5e1,2025-03-01 01:16:46,38.66,ld812k9icaos@axl,j7yi7p8f@okicici,eaff3cdef03533f20c88,0cc34c10be203876a822,APP,P2M,11,6,4,9,12181.325964944395,1
474fdc0bd3f34a2ca9ea5de7,2025-03-05 04:47:59,337.84,b7cuo@okhdfcbank,v4yoqf5hx@pthdfc,c39ad20696cbfd83e373,c9f42502586920402609,APP,P2P,12,6,3,6,6832.689269374807,1
b2b257fa589243fdb64faca6,2025-03-08 01:07:15,617.42,9998481960fpaunnah0i@ptybl,ds6a9byz9gwi@axl,196b463be21c5a76e7a5,1b05711b64781077ef00,APP,P2M,10,6,4,11,48116.39941758509,1
daa240f2bd48437385ce0587,2025-03-08 06:51:08,52.19,6rt4c9df@axisbank,0ktzwlwwnha@cbin,d543edf5c53b359975de,7aaaf3251b2d53216128,APP,P2P,12,4,3,12,17956.981563288435,1
a04d1d397ec348619631847b,2025-03-07 22:43:07,34.71,ff9paj88lu0@ptaxis,db3fk@okhdfcbank,4228928484ed9bd7b141,a5cbfa133de798df1bdf,APP,P2M,11,5,3,12,32042.279554019085,1
7103a2b70ec4472d842abf53,2025-03-04 05:11:21,70.57,d7wdsqwrt@pthdfc,pw2q7qj46@ptaxis,eaff3cdef03533f20c88,04eaf61b02dae5d873b8,APP,P2M,10,6,3,12,6821.068964834471,1
951cf3999dd847e5b3c01481,2025-03-01 06:28:47,188.72,ovukpgze0lfjmc@okicici,u087o333v4qkz@axisbank,eaff3cdef03533f20c88,a5cbfa133de798df1bdf,APP,P2P,10,6,4,11,30509.301561288077,1
85cc7162f34a44a29352c0c4,2025-03-08 23:15:00,993.36,q4it2@okhdfcbank,r3uha1ol4x3c8bfu3@ybl,6f1bc24306a6317ad879,c624db9633357e347fd8,APP,P2M,11,3,4,12,20340.148418472454,1
bf7b2254c9c74f39a65718bc,2025-03-04 01:47:02,2672.85,2709655704ignto2n5o@axl,3lad00zl@okicici,e8d5f8902abc62d74e4c,d160d8e0828f0ff9193d,APP,P2M,10,3,4,12,10852.461182606801,1
a5f3b0b1931e4270a88773da,2025-03-03 01:04:51,938.26,vavusb5cepk5@paytm,sfc8xekbvj@ptaxis,de44714ed93d0343d54a,28042f8349ef322285b3,APP,P2P,10,5,4,12,21070.403926967323,1
0fb97861fd4347949c8916b5,2025-03-08 03:02:38,13162.53,ysgzpl8z34sg3kqqk@axl,50ql4@okhdfcbank,28088b1f2f48bbdd8453,3bad407cc6f955fc193e,APP,P2P,12,6,4,11,17739.237779737552,1
a5968d8861944f59abec0018,2025-03-06 06:28:15,15913.1,6941950826kqdjo@ptybl,w7joxxz40q@paytm,6f1bc24306a6317ad879,487d74bffcab0493ec4b,APP,P2M,12,5,3,10,10542.00427143285,1
466544094b4040fab66297df,2025-03-09 05:53:45,56.78,1572345302l7@ptybl,133309427392@okhdfcbank,71ccdf0d40681d577cb8,1e7130312a80cf129225,APP,P2M,9,3,3,10,11288.403239109735,1
f8dcb82bff97403f88c09283,2025-03-04 01:42:30,14428.34,7syxruwuuh6@cbin,yr2pf6m7e3@oksbi,97f39cc0db73a9120493,ea604c8126dff940f580,APP,P2M,12,5,4,1,649.9335076453734,1
574dadad5457422abde328b8,2025-03-01 06:56:05,962.92,f2vd0o84hr@pthdfc,8095052177aso@ptybl,27e97e9feffbfb321f1f,9a995a9d65eb81ce3136,APP,P2P,3,3,4,3,3116.988220481938,1
e2569f65adff45979dfbfad2,2025-03-01 02:49:31,1236.41,7126858714fc2@axl,gzam916sft@ptybl,ebb7ad8fc75996c9f460,478f6d0af35a344d30eb,APP,P2P,5,6,4,10,50000.0,1
6cd3629762bc40e789304296,2025-03-07 02:05:04,29.66,4g2cpkmnt@okhdfcbank,goe6vv96@centralbank,e8d5f8902abc62d74e4c,b5d728e3bd5cbb97e67f,APP,P2P,12,5,4,11,28710.064425053377,1
ebc6f8ff8062441b8fc52eaf,2025-03-09 00:19:37,1477.33,8180221098nn@axl,4111442057ku@ybl,89477a349ba0eb8df4d9,fd69676824c8eeaeb31e,APP,P2P,12,5,4,7,34273.95771028421,1
c687828a3b3b4ebebe817485,2025-03-09 23:31:46,2463.6,68790596401u06867m8g@ptyes,xwrncilifc@paytm,b5e6a119953e32e8d9fa,0cc34c10be203876a822,APP,P2M,12,3,4,11,26119.94659364255,1
9b4a4d8b61b64d52a0019b13,2025-03-07 23:11:19,984.24,rw0w3khm7x@centralbank,8wnlv@centralbank,89477a349ba0eb8df4d9,ea242118f8d0061a004b,APP,P2P,11,0,4,12,11808.231910614,1
667f60fbb64a4b4b8ed3382f,2025-03-05 03:31:52,2608.33,d325b9efovw@sbin,2849290282wf@ptybl,127f4973dff5e1df0499,b4b4d2b1a4333d0b258d,APP,P2P,11,2,2,12,21225.12013832305,1
1b75d5c224a341219629312f,2025-03-05 00:29:25,1454.06,98601460153ui1cy2@axl,ys391nkju5e7@ibl,28088b1f2f48bbdd8453,2d8cfd1555c18a4d7db3,APP,P2P,9,6,4,10,32660.00712900839,1
6b7afa3102a44d3fa4877b16,2025-03-09 04:50:53,795.77,y25iivugfuh57@ibl,a2hkaruqqac5kw@okaxis,90aec95636c9663d9538,1b05711b64781077ef00,APP,P2P,12,3,4,12,50000.0,1
5136addae45442f79bba7942,2025-03-08 02:07:45,295.9,5n78fy4@axisbank,l75boy0neo@paytm,89477a349ba0eb8df4d9,7f3f06eff9491b5671b6,APP,P2P,12,6,4,12,15821.104346891192,1
3ff6bfdfdf044559b27a6dfe,2025-03-03 23:15:58,71.84,2ja18z@okhdfcbank,wvlagh7w@okicici,138c5c584db480263765,UNKN0000000,APP,P2M,12,2,4,12,27687.11974015117,1
5172115b95c8467280598a14,2025-03-08 02:49:45,1597.83,eexuin5f1@ptaxis,9zw7336cl0r7ijpe@ptyes,de44714ed93d0343d54a,bab36b2132bbf1cc035c,APP,P2M,2,6,4,10,13248.513152083253,1
3d0de2f9883244ec94aa2b9f,2025-03-08 03:34:21,32889.29,6105300902ur@ibl,7kc8yra27y@oksbi,b6a664c19fea584d6a35,1d643c6af86e1f53c0cf,APP,P2M,7,2,4,10,14039.534405705941,1
4f09d70bc1c040c5a79c3112,2025-03-08 22:47:57,4342.18,uwytj@okhdfcbank,v6p7fqm@axisbank,ebc7e9d05187291350eb,0cc34c10be203876a822,APP,P2P,12,6,4,10,31003.234172129363,1
a255f6121c994359876f9908,2025-03-04 04:18:06,2540.47,7746735153pthvmgs@okaxis,njjsqdsvp03@sbin,28088b1f2f48bbdd8453,4c6b3d7acfcb4588e5f8,APP,P2P,11,1,4,12,12877.059111318682,1
e6223af89cc0442fb976bbb4,2025-03-01 23:36:52,132.22,61482qh5ifo@cbin,8n3vexi6ayxf@axl,ff672a0c87c64a83e142,1b05711b64781077ef00,APP,P2M,6,2,3,8,35429.11275194616,1
f8877d9af8cb4b609d5a2ae5,2025-03-01 23:08:51,3626.89,msd8ic8g7626@ybl,01toehssa3k@sbin,8e9b15420b60e6b093b1,1b05711b64781077ef00,APP,P2M,11,6,3,4,1106.0551901082094,1
4a2bbbd30c23485c820e8dcb,2025-03-06 00:01:09,27798.76,kuflxkhhblvx@axl,ylf7j4h85t6u2jxs5b@axl,c13b3b62d11eb6fbdf3b,90271fbfaf9fc7fbe25c,APP,P2P,6,1,4,12,9091.725943982372,1
285b6a7e4f0f4ea089969485,2025-03-02 02:13:47,28.85,lvajgmyrg@ptaxis,fv9m3ar2bha5ykj@sbin,e7b1fdc63770ede22ac8,d160d8e0828f0ff9193d,APP,P2M,8,5,3,10,32166.69561947167,1
11e0034bc29b417eb560cab8,2025-03-03 23:47:35,626.72,1868186041p28@sbin,khn959fpyg@ptyes,ddbd8fc5eec1f06d3c13,9a2f52a0bd038a2bd67c,APP,P2P,12,5,3,12,11241.310037723699,1
692a2bcc85f645c19b12ade3,2025-03-04 03:06:41,45.87,g3rxued90@ptaxis,05cxsloij@ptaxis,3c182ba440b9f9daeb84,1b05711b64781077ef00,APP,P2M,12,6,4,8,5025.401336490843,1
5352cd9de4fe4e2ab9bab3ae,2025-03-01 01:41:46,309.81,a6yfduzhv@pthdfc,rs4hqbabl02@cbin,80ce03e5c1d8ec2e7f0d,1b05711b64781077ef00,APP,P2P,11,6,4,11,4543.405216231521,1
414c92b9418a4794bdb33e55,2025-03-09 04:52:55,1584.2,81888258066kzid8jg@ybl,pygk9wydhw2u@ybl,9a9ca65bbde43e09517e,b7a17b8d5307f8f66238,APP,P2P,2,0,4,12,18838.884362827455,1
88683b17a7a2442382c89e2f,2025-03-09 03:50:22,4617.08,tfmgqo8tq1@paytm,4agyoy20bk@ptybl,1715df183353c6c5f193,496ed0f58a49102c6c5f,APP,P2P,11,2,4,12,20883.817066373216,1
