txn_id,TXN_TIMESTAMP,AMOUNT,PAYER_VPA,BENEFICIARY_VPA,PAYER_IFSC,BENEFICIARY_IFSC,INITIATION_MODE,TRANSACTION_TYPE,failed_txn_count_24h,consecutive_failures,device_user_count,txn_count_1h,amount_sum_1h,IS_FRAUD
5f8754f378774279b9b4ef02,2025-03-07 23:53:30,26724.35,06jopp74kxcg@ibl,zo3ls70lx@okaxis,e99c042bfa9a83d38b7c,e1814f143f7954d01f9f,APP,P2P,12,2,3,9,15756.657493434406,1
e4a95c1dfac0472aa058ee86,2025-03-03 03:40:06,246.47,528gj@okhdfcbank,n0pi9j55fu0i@ybl,28088b1f2f48bbdd8453,9f4390fb15e37349f1c6,APP,P2P,7,6,4,12,4842.359186628488,1
e81e69d3fc5d417a8d966c87,2025-03-09 23:26:23,102.32,6yftqa6tlaq@sbin,g5b0@centralbank,9d24ee8672521f97d80c,846ead970622c5ce99e8,APP,P2P,9,4,4,12,45999.177986633396,1
3350d553670d4c19adfe6a93,2025-03-04 03:09:03,1616.99,2mexirlitdedz@ptyes,zrzixql7j6@okhdfcbank,d01c18042ee1b4731847,2c440112699aafeb49b7,APP,P2M,12,1,4,10,32841.9814709306,1
53d9490b1a6748aa875ae95c,2025-03-05 01:40:39,89.49,dur2u1kk52w@axisbank,29ysn6hah@ptaxis,e1b3d1f771e2a93d6e2a,7ae35fceb8a256657f34,APP,P2M,12,5,4,10,28512.296119987193,1
401e86339816470dab44c7c3,2025-03-04 04:49:08,25.85,13648952827blqi@ybl,5511933349esqg@oksbi,80ce03e5c1d8ec2e7f0d,15f501cd2998072b899b,APP,P2M,8,0,4,12,30959.6159860884,1
aef8e7ef0ea34124909f58e8,2025-03-06 06:30:06,2463.92,kun0nmbya@okicici,g5of2rehzxj@ptaxis,b110276a07f39fcba552,375624e51bfbe7c99a2d,APP,P2P,4,6,4,9,33134.11693379835,1
92afff4eb4634ef2a12082ab,2025-03-06 05:38:49,17361.14,5vxpl010ld@okicici,kq5o@centralbank,ff672a0c87c64a83e142,0cfa4d8fa5c434799ffd,APP,P2P,9,3,4,12,33282.53653764956,1
b7ec5121e34643b8a6b7744b,2025-03-03 03:48:41,42.89,l8abxf6a@okicici,j1coanqezzf@cbin,90aec95636c9663d9538,dd2b26fa3b226776415f,APP,P2M,11,6,3,11,11364.759160785155,1
58f85872038c40b2b1fa1577,2025-03-05 23:27:57,3884.33,jg30gcpf3@okaxis,8mbqdzhw7wp@ptaxis,6283b4b1e62f0c8f812e,84ad8d48d3efa83a3a37,APP,P2P,4,2,3,11,9702.081781567857,1
f5544772e3b74777bc9e8de1,2025-03-07 23:08:10,23201.67,ntg9nvxlg@okaxis,4045751090eboi@axisbank,d01c18042ee1b4731847,d160d8e0828f0ff9193d,APP,P2P,11,6,4,7,3439.5692968058,1
21e1785a844244f5bc217e39,2025-03-07 02:38:35,3385.15,pejg1mek9@okhdfcbank,p50u2hy9vc8qc6njh@ptaxis,ecdaed840e4a2a9fbe0a,fd40791b31219d894d43,APP,P2P,10,4,3,8,15121.874305425732,1
554914594939433f9bba5fb7,2025-03-05 06:25:53,5646.05,vm2be06@axisbank,y9l24se@axisbank,8a9a3c720718a8d6a869,1b05711b64781077ef00,APP,P2M,7,4,4,11,19066.097532661304,1
89bfdd85ba1d40699121173c,2025-03-05 06:50:55,264.67,75h8ecgnvw@ptyes,br3u7oi7204q@oksbi,e5364a259698c6baf7c4,04eaf61b02dae5d873b8,APP,P2P,6,6,2,11,5074.969799176499,1
689d4f71f5524257a8dc64a0,2025-03-04 03:44:39,1803.75,mdbenz5ap@pthdfc,59486740316y@axl,a403749d29250fbd35ed,dd2b26fa3b226776415f,APP,P2M,11,5,4,10,27695.69584556738,1
9564562ae71a43dda4d000cf,2025-03-03 23:48:41,66.36,1n66c@okhdfcbank,88fe34hn8dms@ibl,af7e07a9b29dfb53dcda,e64a1a3fe1a48188cfa1,APP,P2M,4,3,4,12,10803.019062090365,1
f017c5914bd848769b70f9c6,2025-03-04 04:45:42,2633.53,601694464711@oksbi,1ygfibbeyx@okhdfcbank,1715df183353c6c5f193,8153cbede01f731dfafe,WEB,P2M,12,5,4,9,20687.495136405752,1
cf73896fd6e1472fbc35b5d1,2025-03-06 05:04:58,10002.94,6gxx17t9i@okaxis,1bglkaz19o3@cbin,d01c18042ee1b4731847,0cc34c10be203876a822,APP,P2M,8,6,3,12,19295.758785823855,1
7a211662e9a64185a492c228,2025-03-06 02:37:50,9915.22,v8m84u9tveh9@ibl,lmzrhh614j@ptybl,b110276a07f39fcba552,cb19c9048ceda797342d,APP,P2P,8,6,4,9,6156.628782324742,1
abcb186230c349b1aa972128,2025-03-04 22:08:17,1459.1,6052484527yfs@ptybl,tutbfujdjm@paytm,28e5e274a28796cec479,0a72636e706f62ee8a12,APP,P2P,8,1,4,11,38725.064259853665,1
1606808cb31240da93cb6c39,2025-03-01 02:34:59,1015.7,8026944801y7b1os0@sbin,1562657950452s@okaxis,c22843ec92150aa1b57e,1b05711b64781077ef00,APP,P2M,7,1,3,10,13074.483251720387,1
d397faba4fd644e79525b997,2025-03-05 03:46:25,22227.24,00758324121wsylqhp@ptaxis,33zk341r3@okaxis,b6a664c19fea584d6a35,dd2b26fa3b226776415f,APP,P2M,11,3,3,11,40078.40487712163,1
2ee224d4edc5403fa271b94c,2025-03-08 05:21:54,127.12,zsuh2sro3@ptaxis,vd17m6oooy@ptybl,6f1bc24306a6317ad879,3dc523217f18c52ce3a2,APP,P2M,8,1,4,12,50000.0,1
107224f5833f47c6bca1199a,2025-03-07 02:18:31,1327.3,gqmdv4jc14dl9o@cbin,cf7h6q16h7xd3@ptyes,b5e6a119953e32e8d9fa,c46f67f10bb107777e61,APP,P2P,12,1,4,10,11225.62905458033,1
e4717c6a414f427586c47df0,2025-03-09 05:39:10,40532.09,3885209780uor@paytm,ch98zggyjheo@ybl,94ed8b453bcf4d858f3e,1b05711b64781077ef00,APP,P2M,9,5,4,11,42500.50477887311,1
ae51a15636bd4abfbd382eca,2025-03-04 00:13:04,2080.66,0519012132yk3c@okicici,qco7zovgiwl@axisbank,18be515b6afd58eb18af,77b2eb9fdfc2122128cf,APP,P2P,6,6,3,12,23636.478631034497,1
527a4ff265554c36bb59244a,2025-03-02 05:40:05,2655.52,tu44btvmbmot4@sbin,5967396914wxi13thbkiknxf@axl,ebb7ad8fc75996c9f460,467b91c311cc84bf4c86,APP,P2P,12,6,4,9,8836.764535644119,1
d679a6a817fb49a5833c0ea9,2025-03-03 03:31:03,46.88,0lllbcbbk67@ptaxis,1lnok5k@okhdfcbank,1715df183353c6c5f193,10ac4771352888f4a0c6,APP,P2P,6,3,4,11,23741.50214741857,1
430f21ea4f53407a938f9dcc,2025-03-09 06:13:24,247.48,qcv10itym01xwp8@paytm,fhxx5q4ytsd@ptaxis,9445216ef80c2e2c98aa,04eaf61b02dae5d873b8,APP,P2P,10,5,3,9,9168.414148599342,1
59dc41e1afb8473fbce98657,2025-03-07 00:03:20,622.55,qoygcg5lsjmk@axl,3ru6g4mx8odh@sbin,b5e6a119953e32e8d9fa,353bc203147a584e093b,APP,P2M,12,3,4,12,19358.340802520812,1
75507382087144bd8b4c4009,2025-03-06 23:58:53,3116.05,kipheco3zrr@sbin,gt2yk@okhdfcbank,a403749d29250fbd35ed,d160d8e0828f0ff9193d,APP,P2M,7,6,4,9,11960.672310103142,1
73315b6a11c144688cace1a7,2025-03-02 05:13:03,35152.03,yzaxfqhtnq6oskg2@ibl,o44au1qxy0@oksbi,c15f4a3116063bef8bf7,f664b69f6ccafb860722,APP,P2P,9,5,4,12,8422.47035272092,1
59af510dc354404499e9979a,2025-03-09 05:39:32,206.09,idwu7e0h3@ptaxis,uurymz5t5ihlxzghv@ptybl,28088b1f2f48bbdd8453,3c21850cc94c8287ceb4,APP,P2M,9,6,3,5,5752.142890568289,1
4460e11c88fc4e518aefbb80,2025-03-08 02:26:48,11.46,9g61vl4bszrxx8yr8@paytm,gvbd9c1t@axisbank,d543edf5c53b359975de,c9f42502586920402609,APP,P2M,5,6,4,12,10679.985380920996,1
4947f9c700444fada598b610,2025-03-04 04:24:17,1350.01,urxxzsboh5b@pthdfc,gcpvdz3uht@oksbi,89b6d9d2808043d406c9,64c2c6ee08162be3d2c2,APP,P2P,9,5,4,12,24409.789988669596,1
a2dad672d5684b9bb410df09,2025-03-08 01:08:48,6116.13,f5si@centralbank,fqq9io3qlpg@sbin,18be515b6afd58eb18af,27f2aad70ff12681e65c,APP,P2P,9,5,4,7,17573.611479786225,1
8ffdabeec491486bb3f4bb28,2025-03-08 06:41:49,24146.44,1h0c@centralbank,a9094ntvm3@paytm,35a32c05e13d6483444b,9c9567bbb1837010cf6b,APP,P2P,12,3,3,11,9324.72558985779,1
491779c6c5c74e019787beb1,2025-03-06 00:03:20,110.6,s32lnguo8@ptaxis,8nnre757g@okaxis,af63277b5aed020cc91f,e43c56997cdcc7da5213,APP,P2M,8,6,4,4,12794.512749010402,1
dc480aa360bf4c93827481c6,2025-03-04 05:57:46,190.85,khiqw6a1j@ptaxis,32061892635i@axl,9499c227eaa1b9cbdbfd,5bd82c0804c8e5d815b2,APP,P2P,0,3,4,5,9434.486764671576,1
